title,url,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Candy Paint,https://open.spotify.com/track/6VFMGKuYTlaYgbhvILfbc7,POST MALONE,0.669,0.686,4,-5.534,1,0.184,0.627,0.0,0.0734,0.437,180.046,229573,4
This Town,https://open.spotify.com/track/3UwT4FadEGWyMdaSwYcUBY,NIALL HORAN,0.678,0.398,6,-8.413,0,0.0315,0.738,0.0,0.117,0.202,111.833,232852,4
Millionaire,https://open.spotify.com/track/78kGuAEnJir0iVVIZKEuun,CHRIS STAPLETON,0.608,0.463,10,-9.667,1,0.0274,0.166,0.0146,0.0975,0.484,142.703,210133,4
Red Roses (feat. Landon Cube),https://open.spotify.com/track/5IKOXYnhzrLxqhlI0btiaa,LIL SKIES,0.599,0.818,9,-4.215,0,0.0881,0.717,1.41e-05,0.228,0.475,140.009,262062,4
Gorgeous,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz,TAYLOR SWIFT,0.791,0.529,7,-6.87,1,0.175,0.0652,1.25e-05,0.218,0.428,91.981,209680,4
Wolves,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,"SELENA GOMEZ, MARSHMELLO",0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4
MotorSport,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,"MIGOS, NICKI MINAJ, CARDI B",0.901,0.529,2,-4.443,1,0.191,0.0519,0.0,0.179,0.146,138.003,307660,4
Ex (feat. YG),https://open.spotify.com/track/1Mb187X5w3OUQNH6P5M28Y,TY DOLLA $IGN,0.77,0.426,5,-5.717,0,0.0473,0.0116,0.0,0.273,0.523,102.056,163133,4
Body Talk,https://open.spotify.com/track/1fCz8XdLhSqUZoIpZjpg10,MAJID JORDAN,0.789,0.507,6,-8.916,0,0.0754,0.199,0.0,0.0704,0.226,91.979,207057,4
Collide,https://open.spotify.com/track/2RZvxgQsFR1mUcwFZpsav9,RACHEL PLATTEN,0.572,0.689,6,-3.971,0,0.0824,0.0688,8.64e-05,0.0718,0.399,131.799,205787,4
up in this (with Tinashe),https://open.spotify.com/track/7xmaCmiSOCtQ6nFENK22br,BLACKBEAR,0.729,0.714,5,-6.067,0,0.0839,0.0483,0.0,0.128,0.492,127.965,204279,4
Sympathy For The Devil,https://open.spotify.com/track/4sFbojhVXQv7dBC9PVCcRn,THE ROLLING STONES,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,377747,4
Questions,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3,CHRIS BROWN,0.614,0.598,10,-6.335,0,0.0561,0.00543,0.0,0.1,0.565,105.803,129478,4
This Is Halloween,https://open.spotify.com/track/63y2aL2dT6zzw8FOSLaNrp,THE CITIZENS OF HALLOWEEN,0.669,0.448,11,-15.442,0,0.0359,0.779,0.0,0.155,0.645,83.804,196187,4
Privacy,https://open.spotify.com/track/5kyd6oKvKmj6mWCaAaHoN4,CHRIS BROWN,0.741,0.58,0,-7.741,1,0.378,0.153,0.0,0.109,0.428,97.092,220964,4
What Lovers Do,https://open.spotify.com/track/5SDCeGVT08a1RMXIBJF2O5,"MAROON 5, SZA",0.799,0.604,5,-5.134,0,0.0634,0.0949,5.33e-06,0.124,0.405,109.999,199853,4
What Lovers Do (feat. SZA),https://open.spotify.com/track/04JL2liXXV9B9coeGuUsPw,MAROON 5,0.796,0.606,5,-5.254,0,0.0657,0.0767,2.99e-06,0.0863,0.42,110.007,199849,4
Burning,https://open.spotify.com/track/2mb6YdoavL6db22p7XKJQZ,SAM SMITH,0.631,0.224,6,-9.383,1,0.0417,0.885,0.0,0.282,0.365,86.936,203290,4
santa monica & la brea,https://open.spotify.com/track/3Tvs5NbIqszxl7ctruIqa6,BLACKBEAR,0.489,0.622,2,-7.318,1,0.0423,0.0334,0.0,0.0699,0.329,143.053,279703,4
Spooky,https://open.spotify.com/track/5z4iT44mMHyZozsTFy4A51,CLASSICS IV,0.652,0.44,0,-11.474,0,0.0315,0.723,5.79e-06,0.103,0.711,106.863,175867,4
Wait,https://open.spotify.com/track/7eFmN6wnsb7WowRKAqRFfs,MAROON 5,0.648,0.608,8,-5.16,1,0.0587,0.0835,0.0,0.105,0.488,126.12,190643,4
Pray,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg,SAM SMITH,0.535,0.382,4,-9.465,0,0.0426,0.282,1.14e-05,0.0865,0.147,87.801,221596,3
Nothing Left For You,https://open.spotify.com/track/5qOWH742APK9OAIhQBflvV,SAM SMITH,0.499,0.3,10,-8.631,1,0.0433,0.616,1.69e-06,0.128,0.212,126.724,226731,3
What Lovers Do (feat. SZA),https://open.spotify.com/track/4nYsmWkuTaowTMy4gskmBw,MAROON 5,0.792,0.612,5,-5.212,0,0.0693,0.0805,3.83e-06,0.0852,0.42,109.959,199849,4
Wait,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO,MAROON 5,0.648,0.603,8,-5.098,1,0.0507,0.0803,0.0,0.112,0.488,126.116,190643,4
Most People Are Good,https://open.spotify.com/track/6Cn5kaSAgakvu0prxT9qX9,LUKE BRYAN,0.579,0.72,8,-6.185,1,0.029,0.163,0.0,0.139,0.564,150.072,221801,4
GUMMO,https://open.spotify.com/track/0lcJ1p6R8PWT5u7GW4J9YH,6IX9INE,0.69,0.771,1,-4.939,1,0.157,0.0555,0.0,0.138,0.629,78.518,157643,4
Wanted You (feat. Lil Uzi Vert),https://open.spotify.com/track/1gjxuBurykxzaqbDaqKKYU,NAV,0.797,0.721,9,-4.912,0,0.0575,0.174,0.0,0.24,0.627,146.924,228080,4
Walk On Water (feat. Beyoncé),https://open.spotify.com/track/7zLGHiDWd9T1Rxw4PQCb13,EMINEM,0.577,0.593,9,-4.816,0,0.137,0.8,0.0,0.623,0.575,120.611,303781,5
GUMMO,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,6IX9INE,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,157643,4
PRBLMS,https://open.spotify.com/track/3KH1kmD5mYQxyeHLoebQTF,6LACK,0.488,0.589,9,-4.683,1,0.138,0.0327,1.85e-06,0.18,0.127,101.984,246773,4
Ex Calling,https://open.spotify.com/track/00DcwM45CMDjGChnoFRQ6y,6LACK,0.782,0.566,1,-7.498,1,0.257,0.00648,1.45e-05,0.221,0.0568,156.012,211960,4
Rockin' Around The Christmas Tree - Single Version,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3,BRENDA LEE,0.703,0.407,8,-12.155,1,0.0504,0.706,0.0,0.45,0.849,140.057,125827,4
Ex Calling,https://open.spotify.com/track/1MQ8ydvrTnn2QJgXFATJvD,6LACK,0.773,0.564,1,-7.241,1,0.249,0.00561,1.99e-05,0.213,0.0588,155.976,211960,4
Breakfast (feat. A$AP Rocky),https://open.spotify.com/track/08GMwsvnrVZqBDE9djqAia,JADEN,0.47,0.78,2,-7.823,1,0.604,0.277,0.0,0.693,0.161,80.6,184599,4
Textin' My Ex (feat. Tiffany Evans),https://open.spotify.com/track/7MEavA4SsTI4mVEcEPNxug,T-PAIN,0.625,0.546,1,-5.636,1,0.0381,0.0262,0.0,0.0633,0.111,90.033,244356,4
Sucker for You,https://open.spotify.com/track/5H9H0i7UCmRDCZRHldbmhN,MATT TERRY,0.876,0.649,0,-4.369,1,0.0691,0.223,0.0,0.332,0.742,95.034,203680,4
Textin' My Ex (feat. Tiffany Evans),https://open.spotify.com/track/50JtIff9gsFqsl5A0W5fm3,T-PAIN,0.625,0.546,1,-5.636,1,0.0381,0.0262,0.0,0.0633,0.111,90.033,244356,4
You Are The Reason,https://open.spotify.com/track/2d3NAGCKudIYpTlRI6BI0s,CALUM SCOTT,0.363,0.233,10,-7.697,1,0.0299,0.908,0.0,0.134,0.246,171.767,204326,3
The Christmas Song (Merry Christmas To You),https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2,NAT KING COLE,0.31,0.095,1,-17.828,1,0.0366,0.904,3.43e-05,0.128,0.188,72.76,190973,4
Do They Know It's Christmas? - 1984 Version,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06,BAND AID,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,222533,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE,"PERRY COMO, THE FONTANE SISTERS",0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,155933,4
Mistletoe,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS,JUSTIN BIEBER,0.666,0.543,6,-9.188,0,0.0446,0.511,0.0,0.0911,0.881,161.947,182947,4
Santa Tell Me,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T,ARIANA GRANDE,0.464,0.63,7,-7.337,1,0.182,0.0464,0.0,0.295,0.527,132.96,204093,5
Driving Home for Christmas,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY,CHRIS REA,0.603,0.705,9,-7.547,1,0.0328,0.556,0.000123,0.342,0.89,90.12,239947,4
anxiety (with FRND),https://open.spotify.com/track/7my1wrfnHqssb3mtHEPWrI,BLACKBEAR,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.618,97.981,191036,4
Call It What You Want,https://open.spotify.com/track/2QD7DklEvkqncYacmhMukq,TAYLOR SWIFT,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4
Delicate,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr,TAYLOR SWIFT,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
End Game,https://open.spotify.com/track/3JbSLr2OhsivV46whJyGeb,"TAYLOR SWIFT, ED SHEERAN, FUTURE",0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,244827,4
Pineapple Skies,https://open.spotify.com/track/19EnyPZhNPbRoCxAuv5pKD,MIGUEL,0.654,0.587,10,-6.331,1,0.0439,0.026,0.0,0.589,0.288,100.014,281360,4
Gorgeous,https://open.spotify.com/track/7ut4Y7gxOFe3d3rLJQ7i5w,TAYLOR SWIFT,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
...Ready For It?,https://open.spotify.com/track/4vVb2D6RYL669h7tLYOKwx,TAYLOR SWIFT,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4
Look What You Made Me Do,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,TAYLOR SWIFT,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
Balance (feat. dvsn & PnB Rock),https://open.spotify.com/track/78yeKzZVT9ARq9icCvEF3A,ROY WOODS,0.906,0.448,9,-10.947,0,0.0679,0.0149,0.0821,0.0582,0.676,122.037,222656,4
Getaway Car,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,TAYLOR SWIFT,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4
Dress,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,TAYLOR SWIFT,0.719,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.169,0.0851,120.085,230373,4
King Of My Heart,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH,TAYLOR SWIFT,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320,4
Dancing With Our Hands Tied,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz,TAYLOR SWIFT,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507,4
So It Goes...,https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro,TAYLOR SWIFT,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907,4
New Year’s Day,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb,TAYLOR SWIFT,0.661,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,235467,4
...Ready For It?,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,TAYLOR SWIFT,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4
Look What You Made Me Do,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,TAYLOR SWIFT,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
Call It What You Want,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme,TAYLOR SWIFT,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4
Don’t Blame Me,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE,TAYLOR SWIFT,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413,4
I Did Something Bad,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ,TAYLOR SWIFT,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4
Gorgeous,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,TAYLOR SWIFT,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
Mele Kalikimaka - Single Version,https://open.spotify.com/track/6UrKVLhzBYZY6fXmNyCLDi,"BING CROSBY, THE ANDREWS SISTERS",0.463,0.285,3,-11.616,1,0.0476,0.838,0.0,0.241,0.525,204.153,173933,4
Joy To The World,https://open.spotify.com/track/3eLWJ29j2FGM91T7aGlHHW,NAT KING COLE,0.559,0.381,10,-9.446,1,0.0288,0.783,0.0,0.0898,0.667,101.754,86200,4
KOODA,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,6IX9INE,0.755,0.631,1,-4.485,1,0.476,0.184,0.0,0.221,0.198,182.389,142582,4
Rap Niggas,https://open.spotify.com/track/23eRgjXUAUE9vuZmMm99EN,NIPSEY HUSSLE,0.504,0.841,1,-3.16,1,0.118,0.000271,0.0,0.284,0.246,140.834,225196,4
Born to Love You,https://open.spotify.com/track/5Tqb1bof64uhOIRRbqnZkF,LANCO,0.659,0.902,7,-6.192,1,0.0296,0.13,9.45e-05,0.0574,0.809,124.985,230013,4
Dark Knight Dummo (Feat. Travis Scott),https://open.spotify.com/track/2AKl7EDsNJXjW2n8OF3PrF,TRIPPIE REDD,0.384,0.821,8,-2.83,0,0.0948,0.158,0.0,0.137,0.244,121.108,256163,4
Breathe,https://open.spotify.com/track/2pBlHD6gNGdQnABWz4bhG2,"JAX JONES, INA WROLDSEN",0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4
"River - Recorded At RAK Studios, London",https://open.spotify.com/track/7DNGqrLnd07C2FPpAdn6cc,SAM SMITH,0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155,208573,4
Go Legend (& Metro Boomin),https://open.spotify.com/track/3nWzRkoCa44adZZ00li9sF,"BIG SEAN, TRAVIS SCOTT",0.649,0.591,1,-8.914,0,0.116,0.014,0.0,0.188,0.21,150.008,268947,4
Untouchable,https://open.spotify.com/track/4U6BNYzKPDiMzDq84w67B0,EMINEM,0.553,0.891,7,-3.388,1,0.505,0.0785,0.0,0.133,0.627,171.738,370133,4
Who's Stopping Me (& Metro Boomin),https://open.spotify.com/track/0SAGxH14Iwn2ZHFVvZ4zRx,BIG SEAN,0.748,0.559,7,-10.427,1,0.3,0.428,0.0,0.075,0.785,99.95,213600,4
Real Friends,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,CAMILA CABELLO,0.74,0.303,3,-8.612,1,0.117,0.835,0.0,0.0782,0.819,91.958,213933,4
Drew Barrymore,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,BRYCE VINE,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4
Savage Time (& Metro Boomin),https://open.spotify.com/track/6Vur2D5ks3pdAZqqmLIeab,BIG SEAN,0.508,0.496,1,-9.514,1,0.348,0.184,0.0,0.333,0.237,147.007,335333,4
Even The Odds (& Metro Boomin),https://open.spotify.com/track/5cHorcEr5z7GC0DjKxiWF1,"BIG SEAN, YOUNG THUG",0.562,0.476,4,-12.155,0,0.246,0.435,0.0,0.101,0.185,144.2,226720,4
Pull Up N Wreck (& Metro Boomin),https://open.spotify.com/track/7DuvVy7JfFgXwWlVzyyPys,"BIG SEAN, 21 SAVAGE",0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,227533,4
Never Be the Same,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,CAMILA CABELLO,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,4
Have Yourself A Merry Little Christmas,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E,SAM SMITH,0.426,0.177,5,-9.429,1,0.0436,0.954,0.0,0.317,0.317,133.483,170964,1
Dreamer,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf,AXWELL /\ INGROSSO,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,251147,4
Nowhere Fast (feat. Kehlani),https://open.spotify.com/track/4xs1uoAjiWAEecX9yKGSF6,EMINEM,0.7,0.74,11,-4.617,1,0.184,0.254,0.0,0.0682,0.663,79.015,264173,4
The Beautiful & Damned,https://open.spotify.com/track/2WWruw7ul9N7eqoHELyMc2,"G-EAZY, ZOE NASH",0.656,0.804,8,-5.191,0,0.363,0.173,0.0,0.837,0.314,125.882,189307,4
River (feat. Ed Sheeran),https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s,EMINEM,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4
The Plan,https://open.spotify.com/track/7fOPVfABNLg3sxtgXBhBdp,G-EAZY,0.826,0.597,1,-7.807,1,0.432,0.00278,0.0,0.156,0.35,118.044,250293,4
In Your Head,https://open.spotify.com/track/5qykEZTHAcplCLrynoLRnN,EMINEM,0.647,0.778,1,-5.257,1,0.224,0.00164,0.0,0.389,0.252,82.918,182640,4
Sober,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,"G-EAZY, CHARLIE PUTH",0.558,0.766,6,-5.953,0,0.231,0.263,0.0,0.32,0.182,96.281,203960,4
Bad Husband (feat. X Ambassadors),https://open.spotify.com/track/3GOjD8hwXOxbTF3apTqSqX,EMINEM,0.514,0.72,8,-5.189,1,0.322,0.0738,0.0,0.148,0.478,96.237,287893,3
Out of My Head (feat. Tove Lo and ALMA),https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3,CHARLI XCX,0.851,0.709,1,-5.157,0,0.0694,0.0736,0.00137,0.12,0.42,116.467,235737,4
Untouchable,https://open.spotify.com/track/4g2j0YZdGB8x5vQjXmJsKN,EMINEM,0.546,0.89,7,-3.38,1,0.513,0.0781,0.0,0.146,0.636,177.612,370133,4
Chloraseptic (feat. Phresher),https://open.spotify.com/track/13aKdwvdGjuZDv2OOKyvs7,EMINEM,0.898,0.753,1,-6.336,1,0.275,0.0416,0.0,0.253,0.414,132.066,301147,4
Walk On Water (feat. Beyoncé),https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9,EMINEM,0.468,0.444,9,-10.217,0,0.291,0.796,0.0,0.619,0.637,76.019,303640,3
Heat,https://open.spotify.com/track/7oDTApxHeWzTQOR7GPPxw4,EMINEM,0.835,0.864,7,-5.361,0,0.272,0.163,0.0,0.305,0.511,99.043,250000,4
Castle,https://open.spotify.com/track/6P2ffRHZZ8CdH3GfWq71Ci,EMINEM,0.657,0.826,7,-4.544,1,0.293,0.0228,0.000554,0.0967,0.26,85.064,254760,4
Jingle Bell Rock,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y,BOBBY HELMS,0.741,0.34,2,-13.421,1,0.0446,0.614,0.0,0.0955,0.838,119.606,129893,4
The Break Up,https://open.spotify.com/track/4c9UQhYhrWs6FpIjvZYrcc,MACHINE GUN KELLY,0.769,0.712,9,-6.818,0,0.068,0.00247,1.05e-06,0.104,0.228,130.083,200259,4
How U Feel,https://open.spotify.com/track/45FMZNp09Z0FMjjOUVGAzm,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.853,0.79,2,-2.557,1,0.158,0.0474,1.22e-05,0.382,0.46,139.986,205682,4
Lust,https://open.spotify.com/track/3zmySiBrjkMtbbtKSff2Pd,LIL SKIES,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,4
Dubai Shit,https://open.spotify.com/track/5TRaIECBIfSkeqkKoG6psm,"HUNCHO JACK, TRAVIS SCOTT, QUAVO, OFFSET",0.768,0.535,10,-4.489,0,0.0534,0.0569,0.0,0.0902,0.239,138.086,228431,4
Motorcycle Patches,https://open.spotify.com/track/4ceMuukXWzAQRYRYXalJMS,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.893,0.662,5,-5.03,0,0.0971,0.0171,0.0,0.105,0.446,81.524,191410,4
Black & Chinese,https://open.spotify.com/track/2GByM82VgSrwywP6MVZmsm,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.667,0.848,1,-4.156,1,0.0928,0.00285,0.00291,0.125,0.361,159.15,172017,4
Saint Laurent Mask,https://open.spotify.com/track/7mJ2RZgc9MDpiQBijvPYFX,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.767,0.59,11,-4.098,1,0.041,0.0432,0.0,0.169,0.0792,134.994,190437,4
Saint,https://open.spotify.com/track/5RRw66jDLIzgIqwA7ABJ9o,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.855,0.642,1,-3.701,1,0.0557,0.00953,0.0,0.104,0.0696,150.081,140793,4
Modern Slavery,https://open.spotify.com/track/7CRVv14VLogIh8BZLcRpJM,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",0.744,0.739,4,-3.735,0,0.224,0.00161,0.0,0.28,0.507,134.008,148560,4
Thunder / Young Dumb & Broke (with Khalid) - Medley,https://open.spotify.com/track/05W4TSNqPEXtKdejLVRQrm,IMAGINE DRAGONS,0.513,0.684,0,-5.499,1,0.104,0.113,0.000144,0.395,0.266,83.985,251284,4
Something 'Bout You,https://open.spotify.com/track/2VdKelTyQHxQKyeTbimoHS,SIR ROSEVELT,0.692,0.692,2,-6.065,1,0.0818,0.189,0.0,0.0884,0.75,153.255,160107,4
&burn (with Vince Staples),https://open.spotify.com/track/68SE4UYrrrshna4naCpe0X,BILLIE EILISH,0.787,0.379,9,-9.364,0,0.245,0.194,0.00131,0.099,0.344,82.52,179016,4
Stir Fry,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,MIGOS,0.813,0.808,2,-5.541,1,0.286,0.00693,0.0,0.133,0.547,181.993,192132,4
I'll Be Home For Christmas - Single Version,https://open.spotify.com/track/4RppWtszgz5gPVOKUQazCH,BING CROSBY,0.199,0.205,4,-12.732,0,0.0317,0.678,0.00056,0.318,0.224,80.59,174614,4
Let's Start The New Year Off Right,https://open.spotify.com/track/0nQ0CVtojHWXdMVD7UBiqi,BING CROSBY,0.341,0.148,10,-14.338,1,0.0352,0.68,0.96,0.244,0.416,128.895,153947,4
O Tannenbaum,https://open.spotify.com/track/2nWeF8M4XwOdIEUK8q1kTj,NAT KING COLE,0.242,0.283,3,-11.353,1,0.029,0.824,2.14e-05,0.27,0.239,91.51,182107,1
Sleigh Ride,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ,THE RONETTES,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,181267,4
Twelve Days Of Christmas - Single Version,https://open.spotify.com/track/4Zo33RKIwOIiVsZZtXsKU4,"BING CROSBY, THE ANDREWS SISTERS",0.629,0.292,3,-10.737,1,0.06,0.883,0.0,0.136,0.83,142.543,204040,4
The Break Up,https://open.spotify.com/track/6lJbA3HMQlOI2JMdKbBKDi,MACHINE GUN KELLY,0.771,0.713,9,-6.755,0,0.0643,0.00265,1.97e-06,0.105,0.235,130.095,200259,4
What Child Is This?/The Holly And The Ivy,https://open.spotify.com/track/6ScCr1C4VIFzulq8bP65mj,BING CROSBY,0.342,0.18,10,-15.235,1,0.0321,0.991,0.0064,0.0987,0.215,108.354,201333,3
My Only Wish (This Year),https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr,BRITNEY SPEARS,0.665,0.844,0,-3.777,1,0.0273,0.171,0.0,0.225,0.665,147.073,255733,4
What Christmas Means To Me,https://open.spotify.com/track/2qoZNAP3JLyIOtbsPtBjvV,STEVIE WONDER,0.478,0.542,5,-10.135,1,0.0367,0.244,0.0,0.0839,0.821,167.486,147227,4
Christmas (Baby Please Come Home),https://open.spotify.com/track/46pF1zFimM582ss1PrMy68,DARLENE LOVE,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,166453,4
Nowadays (feat. Landon Cube),https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,LIL SKIES,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,203908,4
Step Into Christmas,https://open.spotify.com/track/3YQUpKTmtgPJf8u6ooi9KA,ELTON JOHN,0.532,0.926,2,-5.536,1,0.0357,0.112,9.84e-06,0.318,0.814,140.137,272394,4
Bring It Back (with Drake & Mike WiLL Made-It),https://open.spotify.com/track/6rNVR6kOZwn6Q3EW6tvkgi,TROUBLE,0.878,0.318,6,-5.81,0,0.403,0.234,5.08e-06,0.111,0.214,151.968,254779,4
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb,BEE GEES,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4
Designer,https://open.spotify.com/track/4xKdh72z7sb51GRyHii3B6,LIL PUMP,0.864,0.484,6,-9.159,0,0.344,0.205,0.0,0.248,0.534,160.052,144560,4
All The Stars (with SZA),https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y,KENDRICK LAMAR,0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,235540,4
All The Stars (with SZA),https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,KENDRICK LAMAR,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4
Low Life,https://open.spotify.com/track/28BEwylPqT4eAmVYbhC3iL,SOLEIMA,0.686,0.622,8,-5.644,1,0.162,0.0801,0.0,0.133,0.546,84.998,179995,4
The Champion,https://open.spotify.com/track/6y9F8w0czsmJHR6j7hqnkk,"CARRIE UNDERWOOD, LUDACRIS",0.662,0.866,6,-3.328,1,0.159,0.0979,0.0,0.129,0.502,91.018,223999,4
God Save Our Young Blood (with Lana Del Rey),https://open.spotify.com/track/2cyymVgZMGSfbPyHjXAYyb,BØRNS,0.623,0.548,9,-7.564,1,0.0509,0.739,2.13e-06,0.107,0.439,130.995,232598,4
Girlfriend,https://open.spotify.com/track/0usJbmjMMRdC89y8sUsldR,ANDERSON EAST,0.55,0.917,10,-4.298,1,0.189,0.00986,6.75e-05,0.212,0.501,95.075,173107,4
